timestamp,cargo_stabilizationLevel,cargo_nextStabilizationAt,index_stabilizationLevel,index_nextStabilizationAt,revival_stabilizationLevel,revival_nextStabilizationAt,biostock_stabilizationLevel,biostock_nextStabilizationAt,steerage_stabilizationLevel,steerage_nextStabilizationAt,preservation_stabilizationLevel,preservation_nextStabilizationAt,cryoHub_stabilizationLevel,cryoHub_nextStabilizationAt,camera06_stabilizationLevel,camera06_nextStabilizationAt,camera09_stabilizationLevel,camera09_nextStabilizationAt
2026-03-09 08:03:14 UTC,100,,100,,0,2026-03-09T08:15:00.000Z,0,2026-03-09T08:15:00.000Z,0,2026-03-09T08:15:00.000Z,0,2026-03-09T08:15:00.000Z,100,,0,2026-03-09T08:15:00.000Z,0,2026-03-09T08:15:00.000Z
2026-03-09 08:18:16 UTC,100,,100,,0,2026-03-09T08:30:00.000Z,0,2026-03-09T08:30:00.000Z,0,2026-03-09T08:30:00.000Z,0,2026-03-09T08:30:00.000Z,100,,0,2026-03-09T08:30:00.000Z,0,2026-03-09T08:30:00.000Z
2026-03-09 08:33:17 UTC,100,,100,,0,2026-03-09T08:45:00.000Z,0,2026-03-09T08:45:00.000Z,0,2026-03-09T08:45:00.000Z,0,2026-03-09T08:45:00.000Z,100,,0,2026-03-09T08:45:00.000Z,0,2026-03-09T08:45:00.000Z
2026-03-09 08:48:18 UTC,100,,100,,0,2026-03-09T09:00:00.000Z,0,2026-03-09T09:00:00.000Z,0,2026-03-09T09:00:00.000Z,0,2026-03-09T09:00:00.000Z,100,,0,2026-03-09T09:00:00.000Z,0,2026-03-09T09:00:00.000Z
2026-03-09 09:03:20 UTC,100,,100,,0,2026-03-09T09:15:00.000Z,0,2026-03-09T09:15:00.000Z,0,2026-03-09T09:15:00.000Z,0,2026-03-09T09:15:00.000Z,100,,0,2026-03-09T09:15:00.000Z,0,2026-03-09T09:15:00.000Z
2026-03-09 09:18:21 UTC,100,,100,,0,2026-03-09T09:30:00.000Z,0,2026-03-09T09:30:00.000Z,0,2026-03-09T09:30:00.000Z,0,2026-03-09T09:30:00.000Z,100,,0,2026-03-09T09:30:00.000Z,0,2026-03-09T09:30:00.000Z
2026-03-09 09:33:22 UTC,100,,100,,0,2026-03-09T09:45:00.000Z,0,2026-03-09T09:45:00.000Z,0,2026-03-09T09:45:00.000Z,0,2026-03-09T09:45:00.000Z,100,,0,2026-03-09T09:45:00.000Z,0,2026-03-09T09:45:00.000Z
2026-03-09 09:48:23 UTC,100,,100,,0,2026-03-09T10:00:00.000Z,0,2026-03-09T10:00:00.000Z,0,2026-03-09T10:00:00.000Z,0,2026-03-09T10:00:00.000Z,100,,0,2026-03-09T10:00:00.000Z,0,2026-03-09T10:00:00.000Z
2026-03-09 10:03:25 UTC,100,,100,,0,2026-03-09T10:15:00.000Z,0,2026-03-09T10:15:00.000Z,0,2026-03-09T10:15:00.000Z,0,2026-03-09T10:15:00.000Z,100,,0,2026-03-09T10:15:00.000Z,0,2026-03-09T10:15:00.000Z
2026-03-09 10:18:26 UTC,100,,100,,0,2026-03-09T10:30:00.000Z,0,2026-03-09T10:30:00.000Z,0,2026-03-09T10:30:00.000Z,0,2026-03-09T10:30:00.000Z,100,,0,2026-03-09T10:30:00.000Z,0,2026-03-09T10:30:00.000Z
2026-03-09 10:33:28 UTC,100,,100,,0,2026-03-09T10:45:00.000Z,0,2026-03-09T10:45:00.000Z,0,2026-03-09T10:45:00.000Z,0,2026-03-09T10:45:00.000Z,100,,0,2026-03-09T10:45:00.000Z,0,2026-03-09T10:45:00.000Z
2026-03-09 10:48:29 UTC,100,,100,,0,2026-03-09T11:00:00.000Z,0,2026-03-09T11:00:00.000Z,0,2026-03-09T11:00:00.000Z,0,2026-03-09T11:00:00.000Z,100,,0,2026-03-09T11:00:00.000Z,0,2026-03-09T11:00:00.000Z
2026-03-09 11:03:30 UTC,100,,100,,0,2026-03-09T11:15:00.000Z,0,2026-03-09T11:15:00.000Z,0,2026-03-09T11:15:00.000Z,0,2026-03-09T11:15:00.000Z,100,,0,2026-03-09T11:15:00.000Z,0,2026-03-09T11:15:00.000Z
2026-03-09 11:18:32 UTC,100,,100,,0,2026-03-09T11:30:00.000Z,0,2026-03-09T11:30:00.000Z,0,2026-03-09T11:30:00.000Z,0,2026-03-09T11:30:00.000Z,100,,0,2026-03-09T11:30:00.000Z,0,2026-03-09T11:30:00.000Z
2026-03-09 11:33:33 UTC,100,,100,,0,2026-03-09T11:45:00.000Z,0,2026-03-09T11:45:00.000Z,0,2026-03-09T11:45:00.000Z,0,2026-03-09T11:45:00.000Z,100,,0,2026-03-09T11:45:00.000Z,0,2026-03-09T11:45:00.000Z
2026-03-09 11:48:34 UTC,100,,100,,0,2026-03-09T12:00:00.000Z,0,2026-03-09T12:00:00.000Z,0,2026-03-09T12:00:00.000Z,0,2026-03-09T12:00:00.000Z,100,,0,2026-03-09T12:00:00.000Z,0,2026-03-09T12:00:00.000Z
2026-03-09 12:03:36 UTC,100,,100,,0,2026-03-09T12:15:00.000Z,0,2026-03-09T12:15:00.000Z,0,2026-03-09T12:15:00.000Z,0,2026-03-09T12:15:00.000Z,100,,0,2026-03-09T12:15:00.000Z,0,2026-03-09T12:15:00.000Z
2026-03-09 12:18:37 UTC,100,,100,,0,2026-03-09T12:30:00.000Z,0,2026-03-09T12:30:00.000Z,0,2026-03-09T12:30:00.000Z,0,2026-03-09T12:30:00.000Z,100,,0,2026-03-09T12:30:00.000Z,0,2026-03-09T12:30:00.000Z
2026-03-09 12:33:38 UTC,100,,100,,0,2026-03-09T12:45:00.000Z,0,2026-03-09T12:45:00.000Z,0,2026-03-09T12:45:00.000Z,0,2026-03-09T12:45:00.000Z,100,,0,2026-03-09T12:45:00.000Z,0,2026-03-09T12:45:00.000Z
2026-03-09 12:48:40 UTC,100,,100,,0,2026-03-09T13:00:00.000Z,0,2026-03-09T13:00:00.000Z,0,2026-03-09T13:00:00.000Z,0,2026-03-09T13:00:00.000Z,100,,0,2026-03-09T13:00:00.000Z,0,2026-03-09T13:00:00.000Z
2026-03-09 13:03:42 UTC,100,,100,,0,2026-03-09T13:15:00.000Z,0,2026-03-09T13:15:00.000Z,0,2026-03-09T13:15:00.000Z,0,2026-03-09T13:15:00.000Z,100,,0,2026-03-09T13:15:00.000Z,0,2026-03-09T13:15:00.000Z
2026-03-09 13:18:43 UTC,100,,100,,0,2026-03-09T13:30:00.000Z,0,2026-03-09T13:30:00.000Z,0,2026-03-09T13:30:00.000Z,0,2026-03-09T13:30:00.000Z,100,,0,2026-03-09T13:30:00.000Z,0,2026-03-09T13:30:00.000Z
2026-03-09 13:33:44 UTC,100,,100,,0,2026-03-09T13:45:00.000Z,0,2026-03-09T13:45:00.000Z,0,2026-03-09T13:45:00.000Z,0,2026-03-09T13:45:00.000Z,100,,0,2026-03-09T13:45:00.000Z,0,2026-03-09T13:45:00.000Z
2026-03-09 13:48:46 UTC,100,,100,,0,2026-03-09T14:00:00.000Z,0,2026-03-09T14:00:00.000Z,0,2026-03-09T14:00:00.000Z,0,2026-03-09T14:00:00.000Z,100,,0,2026-03-09T14:00:00.000Z,0,2026-03-09T14:00:00.000Z
2026-03-09 14:03:48 UTC,100,,100,,0,2026-03-09T14:15:00.000Z,0,2026-03-09T14:15:00.000Z,0,2026-03-09T14:15:00.000Z,0,2026-03-09T14:15:00.000Z,100,,0,2026-03-09T14:15:00.000Z,0,2026-03-09T14:15:00.000Z
2026-03-09 14:18:49 UTC,100,,100,,0,2026-03-09T14:30:00.000Z,0,2026-03-09T14:30:00.000Z,0,2026-03-09T14:30:00.000Z,0,2026-03-09T14:30:00.000Z,100,,0,2026-03-09T14:30:00.000Z,0,2026-03-09T14:30:00.000Z
2026-03-09 14:33:51 UTC,100,,100,,0,2026-03-09T14:45:00.000Z,0,2026-03-09T14:45:00.000Z,0,2026-03-09T14:45:00.000Z,0,2026-03-09T14:45:00.000Z,100,,0,2026-03-09T14:45:00.000Z,0,2026-03-09T14:45:00.000Z
2026-03-09 14:48:52 UTC,100,,100,,0,2026-03-09T15:00:00.000Z,0,2026-03-09T15:00:00.000Z,0,2026-03-09T15:00:00.000Z,0,2026-03-09T15:00:00.000Z,100,,0,2026-03-09T15:00:00.000Z,0,2026-03-09T15:00:00.000Z
2026-03-09 15:03:54 UTC,100,,100,,0,2026-03-09T15:15:00.000Z,0,2026-03-09T15:15:00.000Z,0,2026-03-09T15:15:00.000Z,0,2026-03-09T15:15:00.000Z,100,,0,2026-03-09T15:15:00.000Z,0,2026-03-09T15:15:00.000Z
2026-03-09 15:18:55 UTC,100,,100,,0,2026-03-09T15:30:00.000Z,0,2026-03-09T15:30:00.000Z,0,2026-03-09T15:30:00.000Z,0,2026-03-09T15:30:00.000Z,100,,0,2026-03-09T15:30:00.000Z,0,2026-03-09T15:30:00.000Z
2026-03-09 15:33:57 UTC,100,,100,,0,2026-03-09T15:45:00.000Z,0,2026-03-09T15:45:00.000Z,0,2026-03-09T15:45:00.000Z,0,2026-03-09T15:45:00.000Z,100,,0,2026-03-09T15:45:00.000Z,0,2026-03-09T15:45:00.000Z
2026-03-09 15:48:59 UTC,100,,100,,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z,100,,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z
2026-03-09 15:54:30 UTC,100,,100,,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z,100,,0,2026-03-09T16:00:00.000Z,0,2026-03-09T16:00:00.000Z
2026-03-09 16:03:00 UTC,100,,100,,0,2026-03-09T16:15:00.000Z,0,2026-03-09T16:15:00.000Z,0,2026-03-09T16:15:00.000Z,0,2026-03-09T16:15:00.000Z,100,,0,2026-03-09T16:15:00.000Z,0,2026-03-09T16:15:00.000Z
2026-03-09 16:18:00 UTC,100,,100,,0,2026-03-09T16:30:00.000Z,0,2026-03-09T16:30:00.000Z,0,2026-03-09T16:30:00.000Z,0,2026-03-09T16:30:00.000Z,100,,0,2026-03-09T16:30:00.000Z,0,2026-03-09T16:30:00.000Z
2026-03-09 16:33:00 UTC,100,,100,,0,2026-03-09T16:45:00.000Z,0,2026-03-09T16:45:00.000Z,0,2026-03-09T16:45:00.000Z,0,2026-03-09T16:45:00.000Z,100,,0,2026-03-09T16:45:00.000Z,0,2026-03-09T16:45:00.000Z
2026-03-09 16:48:00 UTC,100,,100,,0,2026-03-09T17:00:00.000Z,0,2026-03-09T17:00:00.000Z,0,2026-03-09T17:00:00.000Z,0,2026-03-09T17:00:00.000Z,100,,0,2026-03-09T17:00:00.000Z,0,2026-03-09T17:00:00.000Z
2026-03-09 17:03:00 UTC,100,,100,,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z,100,,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z
2026-03-09 17:18:00 UTC,100,,100,,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z,100,,0,2026-03-09T17:15:00.000Z,0,2026-03-09T17:15:00.000Z
2026-03-09 17:33:01 UTC,100,,100,,0,2026-03-09T17:45:00.000Z,1,2026-03-09T17:45:00.000Z,2,2026-03-09T17:45:00.000Z,0,2026-03-09T17:45:00.000Z,100,,0,2026-03-09T17:45:00.000Z,5,2026-03-09T17:45:00.000Z
2026-03-09 17:48:00 UTC,100,,100,,0,2026-03-09T18:00:00.000Z,14,2026-03-09T18:00:00.000Z,8,2026-03-09T18:00:00.000Z,0,2026-03-09T18:00:00.000Z,100,,0,2026-03-09T18:00:00.000Z,6,2026-03-09T18:00:00.000Z
2026-03-09 18:03:00 UTC,100,,100,,0,2026-03-09T18:00:00.000Z,14,2026-03-09T18:00:00.000Z,8,2026-03-09T18:00:00.000Z,0,2026-03-09T18:00:00.000Z,100,,0,2026-03-09T18:00:00.000Z,6,2026-03-09T18:00:00.000Z
2026-03-09 18:18:01 UTC,100,,100,,0,2026-03-09T18:30:00.000Z,39,2026-03-09T18:30:00.000Z,6,2026-03-09T18:30:00.000Z,0,2026-03-09T18:30:00.000Z,100,,0,2026-03-09T18:30:00.000Z,4,2026-03-09T18:30:00.000Z
2026-03-09 18:33:00 UTC,100,,100,,0,2026-03-09T18:45:00.000Z,41,2026-03-09T18:45:00.000Z,7,2026-03-09T18:45:00.000Z,0,2026-03-09T18:45:00.000Z,100,,0,2026-03-09T18:45:00.000Z,12,2026-03-09T18:45:00.000Z
2026-03-09 18:48:00 UTC,100,,100,,0,2026-03-09T19:00:00.000Z,42,2026-03-09T19:00:00.000Z,11,2026-03-09T19:00:00.000Z,0,2026-03-09T19:00:00.000Z,100,,0,2026-03-09T19:00:00.000Z,6,2026-03-09T19:00:00.000Z
2026-03-09 19:03:00 UTC,100,,100,,0,2026-03-09T19:15:00.000Z,40,2026-03-09T19:15:00.000Z,8,2026-03-09T19:15:00.000Z,0,2026-03-09T19:15:00.000Z,100,,0,2026-03-09T19:15:00.000Z,10,2026-03-09T19:15:00.000Z
2026-03-09 19:18:00 UTC,100,,100,,0,2026-03-09T19:30:00.000Z,32,2026-03-09T19:30:00.000Z,12,2026-03-09T19:30:00.000Z,0,2026-03-09T19:30:00.000Z,100,,0,2026-03-09T19:30:00.000Z,10,2026-03-09T19:30:00.000Z
2026-03-09 19:33:00 UTC,100,,100,,0,2026-03-09T19:45:00.000Z,34,2026-03-09T19:45:00.000Z,10,2026-03-09T19:45:00.000Z,0,2026-03-09T19:45:00.000Z,100,,0,2026-03-09T19:45:00.000Z,8,2026-03-09T19:45:00.000Z
2026-03-09 19:48:00 UTC,100,,100,,0,2026-03-09T20:00:00.000Z,39,2026-03-09T20:00:00.000Z,11,2026-03-09T20:00:00.000Z,0,2026-03-09T20:00:00.000Z,100,,0,2026-03-09T20:00:00.000Z,11,2026-03-09T20:00:00.000Z
2026-03-09 20:03:00 UTC,100,,100,,0,2026-03-09T20:15:00.000Z,34,2026-03-09T20:15:00.000Z,6,2026-03-09T20:15:00.000Z,0,2026-03-09T20:15:00.000Z,100,,0,2026-03-09T20:15:00.000Z,14,2026-03-09T20:15:00.000Z
2026-03-09 20:18:00 UTC,100,,100,,0,2026-03-09T20:30:00.000Z,41,2026-03-09T20:30:00.000Z,7,2026-03-09T20:30:00.000Z,0,2026-03-09T20:30:00.000Z,100,,0,2026-03-09T20:30:00.000Z,9,2026-03-09T20:30:00.000Z
2026-03-09 20:33:00 UTC,100,,100,,0,2026-03-09T20:45:00.000Z,33,2026-03-09T20:45:00.000Z,6,2026-03-09T20:45:00.000Z,0,2026-03-09T20:45:00.000Z,100,,0,2026-03-09T20:45:00.000Z,6,2026-03-09T20:45:00.000Z
2026-03-09 20:48:00 UTC,100,,100,,0,2026-03-09T21:00:00.000Z,42,2026-03-09T21:00:00.000Z,14,2026-03-09T21:00:00.000Z,0,2026-03-09T21:00:00.000Z,100,,0,2026-03-09T21:00:00.000Z,15,2026-03-09T21:00:00.000Z
2026-03-09 21:03:00 UTC,100,,100,,0,2026-03-09T21:15:00.000Z,40,2026-03-09T21:15:00.000Z,8,2026-03-09T21:15:00.000Z,0,2026-03-09T21:15:00.000Z,100,,0,2026-03-09T21:15:00.000Z,8,2026-03-09T21:15:00.000Z
2026-03-09 21:18:00 UTC,100,,100,,0,2026-03-09T21:30:00.000Z,45,2026-03-09T21:30:00.000Z,10,2026-03-09T21:30:00.000Z,0,2026-03-09T21:30:00.000Z,100,,0,2026-03-09T21:30:00.000Z,11,2026-03-09T21:30:00.000Z
2026-03-09 21:33:00 UTC,100,,100,,0,2026-03-09T21:45:00.000Z,48,2026-03-09T21:45:00.000Z,12,2026-03-09T21:45:00.000Z,0,2026-03-09T21:45:00.000Z,100,,0,2026-03-09T21:45:00.000Z,7,2026-03-09T21:45:00.000Z
2026-03-09 21:48:00 UTC,100,,100,,0,2026-03-09T22:00:00.000Z,47,2026-03-09T22:00:00.000Z,8,2026-03-09T22:00:00.000Z,0,2026-03-09T22:00:00.000Z,100,,0,2026-03-09T22:00:00.000Z,12,2026-03-09T22:00:00.000Z
2026-03-09 22:03:00 UTC,100,,100,,0,2026-03-09T22:15:00.000Z,52,2026-03-09T22:15:00.000Z,12,2026-03-09T22:15:00.000Z,0,2026-03-09T22:15:00.000Z,100,,0,2026-03-09T22:15:00.000Z,10,2026-03-09T22:15:00.000Z
2026-03-09 22:18:00 UTC,100,,100,,0,2026-03-09T22:30:00.000Z,56,2026-03-09T22:30:00.000Z,12,2026-03-09T22:30:00.000Z,0,2026-03-09T22:30:00.000Z,100,,0,2026-03-09T22:30:00.000Z,6,2026-03-09T22:30:00.000Z
2026-03-09 22:33:00 UTC,100,,100,,0,2026-03-09T22:45:00.000Z,54,2026-03-09T22:45:00.000Z,12,2026-03-09T22:45:00.000Z,0,2026-03-09T22:45:00.000Z,100,,0,2026-03-09T22:45:00.000Z,10,2026-03-09T22:45:00.000Z
2026-03-09 22:48:00 UTC,100,,100,,0,2026-03-09T23:00:00.000Z,66,2026-03-09T23:00:00.000Z,6,2026-03-09T23:00:00.000Z,0,2026-03-09T23:00:00.000Z,100,,0,2026-03-09T23:00:00.000Z,10,2026-03-09T23:00:00.000Z
2026-03-09 23:03:00 UTC,100,,100,,0,2026-03-09T23:15:00.000Z,44,2026-03-09T23:15:00.000Z,8,2026-03-09T23:15:00.000Z,0,2026-03-09T23:15:00.000Z,100,,0,2026-03-09T23:15:00.000Z,7,2026-03-09T23:15:00.000Z
2026-03-09 23:18:00 UTC,100,,100,,0,2026-03-09T23:30:00.000Z,44,2026-03-09T23:30:00.000Z,11,2026-03-09T23:30:00.000Z,0,2026-03-09T23:30:00.000Z,100,,0,2026-03-09T23:30:00.000Z,7,2026-03-09T23:30:00.000Z
2026-03-09 23:33:00 UTC,100,,100,,0,2026-03-09T23:45:00.000Z,50,2026-03-09T23:45:00.000Z,9,2026-03-09T23:45:00.000Z,0,2026-03-09T23:45:00.000Z,100,,0,2026-03-09T23:45:00.000Z,12,2026-03-09T23:45:00.000Z
2026-03-09 23:48:00 UTC,100,,100,,0,2026-03-10T00:00:00.000Z,38,2026-03-10T00:00:00.000Z,8,2026-03-10T00:00:00.000Z,0,2026-03-10T00:00:00.000Z,100,,0,2026-03-10T00:00:00.000Z,9,2026-03-10T00:00:00.000Z
2026-03-10 00:03:00 UTC,100,,100,,0,2026-03-10T00:15:00.000Z,42,2026-03-10T00:15:00.000Z,1,2026-03-10T00:15:00.000Z,0,2026-03-10T00:15:00.000Z,100,,0,2026-03-10T00:15:00.000Z,8,2026-03-10T00:15:00.000Z
2026-03-10 00:18:00 UTC,100,,100,,0,2026-03-10T00:30:00.000Z,35,2026-03-10T00:30:00.000Z,6,2026-03-10T00:30:00.000Z,0,2026-03-10T00:30:00.000Z,100,,0,2026-03-10T00:30:00.000Z,5,2026-03-10T00:30:00.000Z
2026-03-10 00:33:00 UTC,100,,100,,0,2026-03-10T00:45:00.000Z,38,2026-03-10T00:45:00.000Z,7,2026-03-10T00:45:00.000Z,0,2026-03-10T00:45:00.000Z,100,,0,2026-03-10T00:45:00.000Z,8,2026-03-10T00:45:00.000Z
2026-03-10 00:48:00 UTC,100,,100,,0,2026-03-10T01:00:00.000Z,31,2026-03-10T01:00:00.000Z,12,2026-03-10T01:00:00.000Z,0,2026-03-10T01:00:00.000Z,100,,0,2026-03-10T01:00:00.000Z,9,2026-03-10T01:00:00.000Z
2026-03-10 01:03:00 UTC,100,,100,,0,2026-03-10T01:15:00.000Z,47,2026-03-10T01:15:00.000Z,6,2026-03-10T01:15:00.000Z,0,2026-03-10T01:15:00.000Z,100,,0,2026-03-10T01:15:00.000Z,11,2026-03-10T01:15:00.000Z
2026-03-10 01:18:00 UTC,100,,100,,0,2026-03-10T01:30:00.000Z,41,2026-03-10T01:30:00.000Z,8,2026-03-10T01:30:00.000Z,0,2026-03-10T01:30:00.000Z,100,,0,2026-03-10T01:30:00.000Z,6,2026-03-10T01:30:00.000Z
2026-03-10 01:33:00 UTC,100,,100,,0,2026-03-10T01:45:00.000Z,51,2026-03-10T01:45:00.000Z,8,2026-03-10T01:45:00.000Z,0,2026-03-10T01:45:00.000Z,100,,0,2026-03-10T01:45:00.000Z,4,2026-03-10T01:45:00.000Z
